geneSymbol,diseaseName
CDH1,Ductal Carcinoma
CDH1,"Mammary Carcinoma, Animal"
CDH1,"Mammary Neoplasms, Human"
CDH1,Hereditary Nonpolyposis Colorectal Cancer
CDH1,Hereditary Non-Polyposis Colon Cancer Type 2
CDH1,Mammary Neoplasms
CDH1,Hereditary Diffuse Gastric Cancer
CDH1,"Prostate cancer, familial"
CDH1,"Colorectal cancer, hereditary nonpolyposis, type 1"
CDH1,"Mammary Carcinoma, Human"
CDH1,"Carcinoma, Ovarian Epithelial"
CDH1,"PROSTATE CANCER, HEREDITARY, 1"
CDH2,Malignant neoplasm of breast
CDH2,Malignant neoplasm of stomach
CDH2,Neoplasm Invasiveness
CDH2,Neoplasm Metastasis
CDH2,Nerve Degeneration
CDH2,Status Epilepticus
CDH2,Stomach Neoplasms
CDH2,Myocardial Ischemia
CDH2,Disease Exacerbation
CDH2,Petit mal status
CDH2,Grand Mal Status Epilepticus
CDH2,Complex Partial Status Epilepticus
CDH2,Global developmental delay
CDH2,Breast Carcinoma
CDH2,"Status Epilepticus, Subclinical"
CDH2,Non-Convulsive Status Epilepticus
CDH2,Simple Partial Status Epilepticus
CDH2,"Mammary Neoplasms, Human"
CDH2,Mammary Neoplasms
CDH2,Hereditary Diffuse Gastric Cancer
CDH2,Intellectual Disability
CDH2,"Mammary Carcinoma, Human"
CDH3,Ulcerative Colitis
CDH3,Corpus Luteum Cyst
CDH3,Disorder of eye
CDH3,Ovarian Cysts
CDH5,"Alcoholic Intoxication, Chronic"
CDH5,Malignant neoplasm of breast
CDH5,Primary biliary cirrhosis
CDH5,Colorectal Carcinoma
CDH5,Colorectal Neoplasms
CDH5,Biliary cirrhosis
CDH5,"Liver Cirrhosis, Experimental"
CDH5,Secondary Biliary Cholangitis
CDH5,Breast Carcinoma
CDH5,"Mammary Neoplasms, Human"
CDH5,Mammary Neoplasms
CDH5,"Biliary Cirrhosis, Primary, 1"
CDH5,"Mammary Carcinoma, Human"
CDH6,Cachexia
CDH7,Bipolar Disorder
CDH7,Colorectal Carcinoma
CDH7,Colorectal Neoplasms
CDH7,Unipolar Depression
CDH7,Major Depressive Disorder
CDH8,"Alcoholic Intoxication, Chronic"
CDH9,"Alcoholic Intoxication, Chronic"
CDH9,Autistic Disorder
CDH10,"Alcoholic Intoxication, Chronic"
CDH10,Autistic Disorder
CDH10,Malignant neoplasm of breast
CDH10,Autism Spectrum Disorders
CDH11,"Alcoholic Intoxication, Chronic"
CDH12,"Alcoholic Intoxication, Chronic"
CDH12,Prostatic Neoplasms
CDH12,Malignant neoplasm of prostate
CDH13,"Alcoholic Intoxication, Chronic"
CDH13,Barrett Esophagus
CDH13,Non-Small Cell Lung Carcinoma
CDH13,Mental Depression
CDH13,Depressive disorder
CDH13,Drug abuse
CDH13,Drug habituation
CDH13,Drug Use Disorders
CDH13,Esophageal Neoplasms
CDH13,Lung Neoplasms
CDH13,"Organic Mental Disorders, Substance-Induced"
CDH13,Prostatic Neoplasms
CDH13,Substance Dependence
CDH13,Substance Use Disorders
CDH13,Amphetamine-Related Disorders
CDH13,Amphetamine Addiction
CDH13,Amphetamine Abuse
CDH13,Substance-Related Disorders
CDH13,Malignant neoplasm of lung
CDH13,Malignant neoplasm of prostate
CDH13,Malignant neoplasm of esophagus
CDH13,Substance abuse problem
CDH13,Barrett Epithelium
CDH13,Drug Dependence
CDH13,Liver carcinoma
CDH13,Prescription Drug Abuse
CDH15,"Alcoholic Intoxication, Chronic"
CDH15,Polycystic Ovary Syndrome
CDH15,Sclerocystic Ovaries
CDH17,Bipolar Disorder
CDH17,Psychotic Disorders
CDH17,"Asthma, Occupational"
CDH17,Nonorganic psychosis
CDH17,MAJOR AFFECTIVE DISORDER 2
CDH18,"Alcoholic Intoxication, Chronic"
CDH18,Anorectal Malformations
CDK2,Hodgkin Disease
CDK2,melanoma
CDK2,Diffuse Large B-Cell Lymphoma
CDK2,Squamous cell carcinoma of the head and neck
CDK2,Glioblastoma Multiforme
CDK3,Glioblastoma Multiforme
CDK4,Brain Neoplasms
CDK4,Malignant Neoplasms
CDK4,Carcinoma
CDK4,Lymphoma
CDK4,Malignant neoplasm of stomach
CDK4,Animal Mammary Neoplasms
CDK4,"Mammary Neoplasms, Experimental"
CDK4,melanoma
CDK4,"Neoplasms, Experimental"
CDK4,Stomach Neoplasms
CDK4,Cutaneous Melanoma
CDK4,Malignant neoplasm of brain
CDK4,Anaplastic carcinoma
CDK4,"Carcinoma, Spindle-Cell"
CDK4,Undifferentiated carcinoma
CDK4,Carcinomatosis
CDK4,"Benign neoplasm of brain, unspecified"
CDK4,"Brain Tumor, Primary"
CDK4,Recurrent Brain Neoplasm
CDK4,Primary malignant neoplasm of brain
CDK4,Squamous cell carcinoma of the head and neck
CDK4,"Mammary Carcinoma, Animal"
CDK4,"Neoplasms, Intracranial"
CDK4,Hereditary Diffuse Gastric Cancer
CDK4,Liver carcinoma
CDK4,Familial Atypical Mole Melanoma Syndrome
CDK5,Schizophrenia
CDK5,Cocaine Dependence
CDK6,Anemia
CDK6,Rheumatoid Arthritis
CDK6,Atrial Fibrillation
CDK6,Autosome Abnormalities
CDK6,Malignant Neoplasms
CDK6,Chromosome Aberrations
CDK6,Glioblastoma
CDK6,Childhood Acute Lymphoblastic Leukemia
CDK6,L2 Acute Lymphoblastic Leukemia
CDK6,"Leukemia, Myelocytic, Acute"
CDK6,Lymphoma
CDK6,"Mammary Neoplasms, Experimental"
CDK6,Medulloblastoma
CDK6,"Acute Myeloid Leukemia, M1"
CDK6,Cerebrovascular accident
CDK6,Medullomyoblastoma
CDK6,Paroxysmal atrial fibrillation
CDK6,Chloracne
CDK6,Childhood Medulloblastoma
CDK6,Adult Medulloblastoma
CDK6,Metastatic melanoma
CDK6,Giant Cell Glioblastoma
CDK6,Malignant mesothelioma
CDK6,Desmoplastic Medulloblastoma
CDK6,Acute Cerebrovascular Accidents
CDK6,Squamous cell carcinoma of the head and neck
CDK6,Melanotic medulloblastoma
CDK6,Glioblastoma Multiforme
CDK6,Acute Myeloid Leukemia (AML-M2)
CDK6,Precursor Cell Lymphoblastic Leukemia Lymphoma
CDK6,Persistent atrial fibrillation
CDK6,familial atrial fibrillation
CDK6,Autosomal Recessive Primary Microcephaly
CDK8,Seizures
CDK8,Feeding difficulties
CDK8,Abnormal behavior
CDK8,Global developmental delay
CDK8,Adenocarcinoma of large intestine
CDK8,hearing impairment
CDK8,Generalized hypotonia
CDK8,Anorectal Malformations
CDK8,Intellectual Disability
CDKN1A,Atrial Fibrillation
CDKN1A,Malignant neoplasm of urinary bladder
CDKN1A,Bladder Neoplasm
CDKN1A,Malignant Neoplasms
CDKN1A,Malignant tumor of colon
CDKN1A,"Carcinoma, Transitional Cell"
CDKN1A,Colonic Neoplasms
CDKN1A,Diabetic Nephropathy
CDKN1A,Nodular glomerulosclerosis
CDKN1A,HIV Infections
CDKN1A,Hypertrophy
CDKN1A,Intestinal Neoplasms
CDKN1A,Kidney Diseases
CDKN1A,"Liver Cirrhosis, Experimental"
CDKN1A,Lung Neoplasms
CDKN1A,Malignant neoplasm of stomach
CDKN1A,Papilloma
CDKN1A,Prostatic Neoplasms
CDKN1A,Reperfusion Injury
CDKN1A,Stomach Neoplasms
CDKN1A,"Papilloma, Squamous Cell"
CDKN1A,Papillomatosis
CDKN1A,Paroxysmal atrial fibrillation
CDKN1A,"Muscular Dystrophy, Facioscapulohumeral"
CDKN1A,Malignant neoplasm of lung
CDKN1A,Squamous cell carcinoma of esophagus
CDKN1A,Malignant mesothelioma
CDKN1A,Intestinal Cancer
CDKN1A,Malignant neoplasm of prostate
CDKN1A,Hereditary Diffuse Gastric Cancer
CDKN1A,Persistent atrial fibrillation
CDKN1A,familial atrial fibrillation
CDKN1A,HIV Coinfection
CDKN1B,Malignant neoplasm of breast
CDKN1B,Malignant Neoplasms
CDKN1B,Hereditary Nonpolyposis Colorectal Neoplasms
CDKN1B,Intestinal Neoplasms
CDKN1B,Kidney Neoplasm
CDKN1B,Liver neoplasms
CDKN1B,Lung Neoplasms
CDKN1B,Malignant neoplasm of stomach
CDKN1B,Mesothelioma
CDKN1B,Prostatic Neoplasms
CDKN1B,Sezary Syndrome
CDKN1B,Stomach Neoplasms
CDKN1B,Uterine Cancer
CDKN1B,"Carcinoma, Neuroendocrine"
CDKN1B,Neuroendocrine Tumors
CDKN1B,Malignant neoplasm of lung
CDKN1B,Chloracne
CDKN1B,Prostatic Intraepithelial Neoplasias
CDKN1B,Malignant neoplasm of liver
CDKN1B,Intestinal Cancer
CDKN1B,Malignant neoplasm of prostate
CDKN1B,Neoplasm of uncertain or unknown behavior of breast
CDKN1B,Thyroid carcinoma
CDKN1B,Breast Carcinoma
CDKN1B,Malignant neoplasm of kidney
CDKN1B,Breast adenocarcinoma
CDKN1B,ovarian neoplasm
CDKN1B,Hereditary non-polyposis colorectal cancer syndrome
CDKN1B,Malignant neoplasm of ovary
CDKN1B,"Mammary Neoplasms, Human"
CDKN1B,Hereditary Nonpolyposis Colorectal Cancer
CDKN1B,Hereditary Non-Polyposis Colon Cancer Type 2
CDKN1B,Mammary Neoplasms
CDKN1B,Carcinoma of Endocrine Gland
CDKN1B,Hereditary Diffuse Gastric Cancer
CDKN1B,Liver carcinoma
CDKN1B,"Prostate cancer, familial"
CDKN1B,"Colorectal cancer, hereditary nonpolyposis, type 1"
CDKN1B,"Mammary Carcinoma, Human"
CDKN1B,"PROSTATE CANCER, HEREDITARY, 1"
CDKN1C,Adenocarcinoma
CDKN1C,Endometrial Neoplasms
CDKN1C,Lung Neoplasms
CDKN1C,melanoma
CDKN1C,Nephroblastoma
CDKN1C,Schizophrenia
CDKN1C,"Adenocarcinoma, Basal Cell"
CDKN1C,"Adenocarcinoma, Oxyphilic"
CDKN1C,"Carcinoma, Cribriform"
CDKN1C,"Carcinoma, Granular Cell"
CDKN1C,"Adenocarcinoma, Tubular"
CDKN1C,Malignant neoplasm of lung
CDKN1C,Renal glomerular disease
CDKN1C,Endometrial Carcinoma
CDKN1C,Disproportionate short stature
CDKN1C,Glomerulopathy Assessment
CDKN2A,Adenocarcinoma
CDKN2A,Adrenal Gland Neoplasms
CDKN2A,Malignant neoplasm of urinary bladder
CDKN2A,Bladder Neoplasm
CDKN2A,Bone Diseases
CDKN2A,Brain Neoplasms
CDKN2A,Malignant neoplasm of breast
CDKN2A,Burkitt Lymphoma
CDKN2A,Malignant Neoplasms
CDKN2A,Non-Small Cell Lung Carcinoma
CDKN2A,Squamous cell carcinoma
CDKN2A,Mental Depression
CDKN2A,Depressive disorder
CDKN2A,Esophageal Neoplasms
CDKN2A,Glioma
CDKN2A,leukemia
CDKN2A,Childhood Acute Lymphoblastic Leukemia
CDKN2A,L2 Acute Lymphoblastic Leukemia
CDKN2A,Liver neoplasms
CDKN2A,Lung Neoplasms
CDKN2A,Lymphatic Metastasis
CDKN2A,Lymphoma
CDKN2A,Malignant neoplasm of stomach
CDKN2A,melanoma
CDKN2A,Mesothelioma
CDKN2A,Mouth Neoplasms
CDKN2A,Multiple Myeloma
CDKN2A,Neck Neoplasms
CDKN2A,Neoplasm Invasiveness
CDKN2A,Neoplasms
CDKN2A,Neuroblastoma
CDKN2A,Pancreatic Neoplasm
CDKN2A,Precancerous Conditions
CDKN2A,Sezary Syndrome
CDKN2A,Stomach Neoplasms
CDKN2A,Unipolar Depression
CDKN2A,Diffuse Large B-Cell Lymphoma
CDKN2A,"Lymphoma, T-Cell, Cutaneous"
CDKN2A,Benign Neoplasm
CDKN2A,Cutaneous Melanoma
CDKN2A,Malignant neoplasm of mouth
CDKN2A,Malignant neoplasm of brain
CDKN2A,"Adenocarcinoma, Basal Cell"
CDKN2A,"Adenocarcinoma, Oxyphilic"
CDKN2A,"Carcinoma, Cribriform"
CDKN2A,"Carcinoma, Granular Cell"
CDKN2A,"Adenocarcinoma, Tubular"
CDKN2A,Adrenocortical carcinoma
CDKN2A,Pancreatic carcinoma
CDKN2A,Malignant neoplasm of lung
CDKN2A,mixed gliomas
CDKN2A,Squamous cell carcinoma of esophagus
CDKN2A,Adenocarcinoma Of Esophagus
CDKN2A,"Condition, Preneoplastic"
CDKN2A,Malignant neoplasm of liver
CDKN2A,Malignant mesothelioma
CDKN2A,Malignant neoplasm of pancreas
CDKN2A,Benign tumor of pancreas
CDKN2A,Granulomatous Slack Skin
CDKN2A,"Benign neoplasm of brain, unspecified"
CDKN2A,Malignant neoplasm of esophagus
CDKN2A,Malignant Glioma
CDKN2A,Breast Carcinoma
CDKN2A,Adrenal Cancer
CDKN2A,"Brain Tumor, Primary"
CDKN2A,Recurrent Brain Neoplasm
CDKN2A,Primary malignant neoplasm of brain
CDKN2A,"Carcinoma, Pancreatic Ductal"
CDKN2A,Squamous cell carcinoma of the head and neck
CDKN2A,"Mammary Neoplasms, Human"
CDKN2A,Major Depressive Disorder
CDKN2A,Precursor B-cell lymphoblastic leukemia
CDKN2A,"Micronuclei, Chromosome-Defective"
CDKN2A,"Micronuclei, Genotoxicant-Induced"
CDKN2A,Mammary Neoplasms
CDKN2A,"Neoplasms, Intracranial"
CDKN2A,Hereditary Diffuse Gastric Cancer
CDKN2A,Precursor T-Cell Lymphoblastic Leukemia-Lymphoma
CDKN2A,Precursor Cell Lymphoblastic Leukemia Lymphoma
CDKN2A,Liver carcinoma
CDKN2A,Familial Atypical Mole Melanoma Syndrome
CDKN2A,Nasopharyngeal carcinoma
CDKN2A,"Mammary Carcinoma, Human"
CDKN2A,Peripheral Nervous System Diseases
CDKN2B,Malignant Neoplasms
CDKN2B,Coronary Arteriosclerosis
CDKN2B,Glioma
CDKN2B,Lymphoma
CDKN2B,Adenocarcinoma of lung (disorder)
CDKN2B,mixed gliomas
CDKN2B,Malignant Glioma
CDKN2B,Coronary Artery Disease
CDKN2B,Familial Atypical Mole Melanoma Syndrome
CDKN2B,Hematopoetic Myelodysplasia
CDKN2B,MYELODYSPLASTIC SYNDROME
CDKN2C,Malignant neoplasm of breast
CDKN2C,Malignant Neoplasms
CDKN2C,Glioma
CDKN2C,Multiple Myeloma
CDKN2C,Liver carcinoma
CDKN2D,Malignant neoplasm of stomach
CDKN2D,Stomach Neoplasms
CDKN2D,Hereditary Diffuse Gastric Cancer
CDKN3,"Liver Cirrhosis, Experimental"
CDKN3,Liver carcinoma
CDO1,Colorectal Carcinoma
CDO1,"Diabetes Mellitus, Non-Insulin-Dependent"
CDO1,"Liver Cirrhosis, Experimental"
CDS1,Malignant neoplasm of breast
CDS1,Carcinoma
CDS1,"Hepatitis, Toxic"
CDS1,Animal Mammary Neoplasms
CDS1,"Mammary Neoplasms, Experimental"
CDS1,Anaplastic carcinoma
CDS1,"Carcinoma, Spindle-Cell"
CDS1,Undifferentiated carcinoma
CDS1,Carcinomatosis
CDS1,Drug-Induced Liver Disease
CDS1,"Mammary Carcinoma, Animal"
CDS1,"Hepatitis, Drug-Induced"
CDS1,Drug-Induced Acute Liver Injury
CDS1,Chemical and Drug Induced Liver Injury
CDS1,Chemically-Induced Liver Toxicity
CDX1,Anorectal Malformations
CDX2,Malignant tumor of colon
CDX2,Colonic Neoplasms
CDX2,Precancerous Conditions
CDX2,"Condition, Preneoplastic"
CEACAM5,Spontaneous abortion
CEACAM5,"Abortion, Tubal"
CEACAM5,Early Pregnancy Loss
CEACAM5,Miscarriage
CEBPA,Malignant neoplasm of skin
CEBPA,Squamous cell carcinoma
CEBPA,Pathological accumulation of air in tissues
CEBPA,Head and Neck Neoplasms
CEBPA,Head Neoplasms
CEBPA,Female infertility
CEBPA,Acute monocytic leukemia
CEBPA,"Leukemia, Myelocytic, Acute"
CEBPA,Acute Promyelocytic Leukemia
CEBPA,"Acute Myeloid Leukemia, M1"
CEBPA,Neck Neoplasms
CEBPA,Obesity
CEBPA,Precancerous Conditions
CEBPA,Pulmonary Fibrosis
CEBPA,Skin Neoplasms
CEBPA,"Sterility, Postpartum"
CEBPA,Malignant Head and Neck Neoplasm
CEBPA,"Condition, Preneoplastic"
CEBPA,"Subfertility, Female"
CEBPA,Cancer of Neck
CEBPA,Cancer of Head
CEBPA,Upper Aerodigestive Tract Neoplasms
CEBPA,Female sterility
CEBPA,Acute Myeloid Leukemia (AML-M2)
CEBPA,Liver carcinoma
CEBPA,MYELODYSPLASTIC SYNDROME
CEBPA,"Alveolitis, Fibrosing"
CEBPB,Brain Ischemia
CEBPB,Fatty Liver
CEBPB,Female infertility
CEBPB,Pulmonary Fibrosis
CEBPB,"Sterility, Postpartum"
CEBPB,"Subfertility, Female"
CEBPB,Female sterility
CEBPB,Cerebral Ischemia
CEBPB,Liver carcinoma
CEBPB,Steatohepatitis
CEBPB,"Alveolitis, Fibrosing"
CEBPD,"Leukemia, Myelocytic, Acute"
CEBPD,"Liver Cirrhosis, Experimental"
CEBPD,"Acute Myeloid Leukemia, M1"
CEBPD,Myocardial Ischemia
CEBPD,Acute Myeloid Leukemia (AML-M2)
CEBPD,Liver carcinoma
CEBPE,Childhood Acute Lymphoblastic Leukemia
CEBPE,L2 Acute Lymphoblastic Leukemia
CEBPE,Acute Promyelocytic Leukemia
CEBPE,Precursor Cell Lymphoblastic Leukemia Lymphoma
CEL,Maturity onset diabetes mellitus in young
CENPA,Liver carcinoma
CENPCP1,Amphetamine-Related Disorders
CENPCP1,Amphetamine Addiction
CENPCP1,Amphetamine Abuse
CENPE,Seckel syndrome
CENPE,Chronic myeloproliferative disorder
CENPE,Liver carcinoma
CENPF,Malignant neoplasm of breast
CENPF,Microcephaly
CENPF,Prostatic Neoplasms
CENPF,Polydactyly
CENPF,Seckel syndrome
CENPF,Malignant neoplasm of prostate
CENPF,Breast Carcinoma
CENPF,"Mammary Neoplasms, Human"
CENPF,Chronic myeloproliferative disorder
CENPF,Mammary Neoplasms
CENPF,Liver carcinoma
CENPF,"Mammary Carcinoma, Human"
CES1,Cocaine Abuse
CES1,Hypercholesterolemia
CES1,Lung Neoplasms
CES1,Inborn Errors of Metabolism
CES1,Obesity
CES1,Cocaine-Related Disorders
CES1,Malignant neoplasm of lung
CES1,Cocaine Dependence
CETN1,Schizophrenia
CETP,Atherosclerosis
CETP,Cardiovascular Diseases
CETP,Hypercholesterolemia
CETP,"Hypercholesterolemia, Familial"
CETP,Hyperlipidemia
CETP,Hypertensive disease
CETP,Hypertriglyceridemia
CETP,Dyslipidemias
CETP,Dyslipoproteinemias
CETP,Hyperlipoproteinemia Type IIa
CETP,Atherogenesis
CETP,Hyperlipoproteinemia Type IIb
CETP,Lipidemias
CETP,Liver carcinoma
CFL1,Malignant neoplasm of breast
CFL1,Neoplasm Invasiveness
CFL1,Neoplasm Metastasis
CFL1,Precancerous Conditions
CFL1,Status Dysraphicus
CFL1,Spina Bifida
CFL1,Rachischisis
CFL1,Squamous cell carcinoma of esophagus
CFL1,"Condition, Preneoplastic"
CFL1,Breast Carcinoma
CFL1,"Mammary Neoplasms, Human"
CFL1,Mammary Neoplasms
CFL1,"Mammary Carcinoma, Human"
CFL2,Atrial Fibrillation
CFL2,Malignant neoplasm of breast
CFL2,Paroxysmal atrial fibrillation
CFL2,Persistent atrial fibrillation
CFL2,familial atrial fibrillation
CTSC,Malignant neoplasm of stomach
CTSC,Stomach Neoplasms
CTSC,Myocardial Ischemia
CTSC,"Dermatitis, Allergic Contact"
CTSC,Disease Exacerbation
CTSC,Hereditary Diffuse Gastric Cancer
CTSC,"Keratoderma, Palmoplantar"
CFTR,"Alcoholic Intoxication, Chronic"
CFTR,Bronchiectasis
CFTR,Cholestasis
CFTR,Colorectal Carcinoma
CFTR,Colorectal Neoplasms
CFTR,Cystic Fibrosis
CFTR,Drug abuse
CFTR,Drug habituation
CFTR,Drug Use Disorders
CFTR,Diaphragmatic Hernia
CFTR,Male infertility
CFTR,"Organic Mental Disorders, Substance-Induced"
CFTR,Pancreatitis
CFTR,Substance Dependence
CFTR,Substance Use Disorders
CFTR,Substance-Related Disorders
CFTR,Substance abuse problem
CFTR,"Subfertility, Male"
CFTR,Male sterility
CFTR,Drug Dependence
CFTR,Ciliopathies
CFTR,Prescription Drug Abuse
CGA,Atrial Fibrillation
CGA,Oligospermia
CGA,Paroxysmal atrial fibrillation
CGA,Disease Exacerbation
CGA,Persistent atrial fibrillation
CGA,familial atrial fibrillation
CGB3,Hypogonadism
CGB3,Hypogonadotropic hypogonadism
CGB3,Primary hypogonadism
CGB3,"Hypogonadism, Isolated Hypogonadotropic"
CHAT,Alcoholic Intoxication
CHAT,Mental Depression
CHAT,Depressive disorder
CHAT,Jacksonian Seizure
CHAT,Reperfusion Injury
CHAT,Retinal Diseases
CHAT,Schizophrenia
CHAT,Seizures
CHAT,Complex partial seizures
CHAT,Generalized seizures
CHAT,Clonic Seizures
CHAT,Visual seizure
CHAT,Tonic Seizures
CHAT,Epileptic drop attack
CHAT,"Seizures, Somatosensory"
CHAT,"Seizures, Auditory"
CHAT,Olfactory seizure
CHAT,Gustatory seizure
CHAT,Vertiginous seizure
CHAT,Tonic - clonic seizures
CHAT,Non-epileptic convulsion
CHAT,Single Seizure
CHAT,Atonic Absence Seizures
CHAT,Convulsive Seizures
CHAT,"Seizures, Focal"
CHAT,"Seizures, Sensory"
CHAT,Nonepileptic Seizures
CHAT,Convulsions
CHAT,Absence Seizures
CHAT,Epileptic Seizures
CHAT,Myoclonic Seizures
CHAT,Generalized Absence Seizures
CHD1,Cleft Palate
CHD1,Colorectal Carcinoma
CHD1,Colorectal Neoplasms
CHD1,Memory Disorders
CHD1,Prostatic Neoplasms
CHD1,Memory impairment
CHD1,Malignant neoplasm of prostate
CHD1,Age-Related Memory Disorders
CHD1,"Memory Disorder, Semantic"
CHD1,"Memory Disorder, Spatial"
CHD1,Memory Loss
CHD2,Epilepsy
CHD2,"Epilepsy, Cryptogenic"
CHD2,Aura
CHD2,Myoclonic Astatic Epilepsy
CHD2,Epileptic encephalopathy
CHD2,Awakening Epilepsy
CHD2,Atypical Inclusion-Body Disease
CHD2,Familial Progressive Myoclonic Epilepsy
CHD2,"Myoclonic Epilepsies, Progressive"
CHD2,Action Myoclonus-Renal Failure Syndrome
CHD2,Biotin-Responsive Encephalopathy
CHD2,Dentatorubral-Pallidoluysian Atrophy
CHD2,May-White Syndrome
CHD2,Autism Spectrum Disorders
CHD2,Neurodevelopmental Disorders
CHD3,Prostatic Neoplasms
CHD3,Sezary Syndrome
CHD3,Macrocephaly
CHD3,Malignant neoplasm of prostate
CHD3,Global developmental delay
CHD3,"Prostate cancer, familial"
CHD3,Intellectual Disability
CHD3,"PROSTATE CANCER, HEREDITARY, 1"
CHD4,Autistic Disorder
CHD4,Developmental Disabilities
CHD4,Endometrial Neoplasms
CHD4,Schizophrenia
CHD4,Child Development Deviations
CHD4,"Child Development Disorders, Specific"
CHD4,Endometrial Carcinoma
AKR1C4,"Alcoholic Intoxication, Chronic"
AKR1C4,Bipolar Disorder
AKR1C4,"Depression, Bipolar"
AKR1C4,Manic Disorder
AKR1C4,Manic
AKR1C4,Paranoia
CHEK1,Malignant neoplasm of breast
CHEK1,Schizophrenia
CHEK1,"Breast Cancer, Familial"
CHEK1,Breast Carcinoma
CHEK1,"Mammary Neoplasms, Human"
CHEK1,Mammary Neoplasms
CHEK1,"Mammary Carcinoma, Human"
CHGA,Non-Small Cell Lung Carcinoma
CHGA,Pheochromocytoma
CHGA,Schizophrenia
CHGA,"Pheochromocytoma, Extra-Adrenal"
CHGB,Schizophrenia
CHI3L1,Glioblastoma
CHI3L1,Glioma
CHI3L1,Neoplasm Invasiveness
CHI3L1,Degenerative polyarthritis
CHI3L1,Schizophrenia
CHI3L1,Osteoarthrosis Deformans
CHI3L1,mixed gliomas
CHI3L1,Giant Cell Glioblastoma
CHI3L1,Malignant Glioma
CHI3L1,Glioblastoma Multiforme
CHKA,Status Dysraphicus
CHKA,Spina Bifida
CHKA,Rachischisis
CHKB,Narcolepsy
CHKB,Narcolepsy-Cataplexy Syndrome
CHM,Disorder of eye
CHM,Retinitis Pigmentosa
CHN2,Liver neoplasms
CHN2,Precancerous Conditions
CHN2,"Condition, Preneoplastic"
CHN2,Malignant neoplasm of liver
CHRM1,Brain Ischemia
CHRM1,Epilepsy
CHRM1,Jacksonian Seizure
CHRM1,Memory Disorders
CHRM1,Schizophrenia
CHRM1,Seizures
CHRM1,"Epilepsy, Cryptogenic"
CHRM1,Complex partial seizures
CHRM1,Memory impairment
CHRM1,Generalized seizures
CHRM1,Clonic Seizures
CHRM1,Aura
CHRM1,Visual seizure
CHRM1,Tonic Seizures
CHRM1,Epileptic drop attack
CHRM1,"Seizures, Somatosensory"
CHRM1,"Seizures, Auditory"
CHRM1,Olfactory seizure
CHRM1,Gustatory seizure
CHRM1,Vertiginous seizure
CHRM1,Tonic - clonic seizures
CHRM1,Non-epileptic convulsion
CHRM1,Single Seizure
CHRM1,Awakening Epilepsy
CHRM1,Atonic Absence Seizures
CHRM1,Age-Related Memory Disorders
CHRM1,"Memory Disorder, Semantic"
CHRM1,"Memory Disorder, Spatial"
CHRM1,Memory Loss
CHRM1,Convulsive Seizures
CHRM1,"Seizures, Focal"
CHRM1,"Seizures, Sensory"
CHRM1,Cerebral Ischemia
CHRM1,Nonepileptic Seizures
CHRM1,Convulsions
CHRM1,Absence Seizures
CHRM1,Epileptic Seizures
CHRM1,Myoclonic Seizures
CHRM1,Generalized Absence Seizures
CHRM2,"Alcoholic Intoxication, Chronic"
CHRM2,Alloxan Diabetes
CHRM2,Bipolar Disorder
CHRM2,Mental Depression
CHRM2,Depressive disorder
CHRM2,"Diabetes Mellitus, Experimental"
CHRM2,"Diabetes Mellitus, Insulin-Dependent"
CHRM2,Diabetic Neuropathies
CHRM2,Drug abuse
CHRM2,Drug habituation
CHRM2,Drug Use Disorders
CHRM2,Epilepsy
CHRM2,"Organic Mental Disorders, Substance-Induced"
CHRM2,Schizophrenia
CHRM2,Streptozotocin Diabetes
CHRM2,Substance Dependence
CHRM2,Substance Use Disorders
CHRM2,"Epilepsy, Cryptogenic"
CHRM2,"Diabetes, Autoimmune"
CHRM2,Aura
CHRM2,Substance-Related Disorders
CHRM2,Symmetric Diabetic Proximal Motor Neuropathy
CHRM2,Asymmetric Diabetic Proximal Motor Neuropathy
CHRM2,Diabetic Mononeuropathy
CHRM2,Diabetic Polyneuropathies
CHRM2,Diabetic Amyotrophy
CHRM2,Diabetic Autonomic Neuropathy
CHRM2,Brittle diabetes
CHRM2,Diabetic Asymmetric Polyneuropathy
CHRM2,Bradycardia
CHRM2,Mood Disorders
CHRM2,Substance abuse problem
CHRM2,Diabetic Neuralgia
CHRM2,Awakening Epilepsy
CHRM2,Drug Dependence
CHRM2,"Diabetes Mellitus, Ketosis-Prone"
CHRM2,Prescription Drug Abuse
CHRM2,"Diabetes Mellitus, Sudden-Onset"
LYST,Parkinsonian Disorders
LYST,Peripheral Nervous System Diseases
CHRM3,Cryptorchidism
CHRM3,"Hepatitis, Toxic"
CHRM3,Liver Cirrhosis
CHRM3,"Fibrosis, Liver"
CHRM3,Drug-Induced Liver Disease
CHRM3,"Hepatitis, Drug-Induced"
CHRM3,Drug-Induced Acute Liver Injury
CHRM3,Chemical and Drug Induced Liver Injury
CHRM3,Chemically-Induced Liver Toxicity
CHRM4,Schizophrenia
CHRM4,Tremor
CHRM5,Cocaine Abuse
CHRM5,Marijuana Abuse
CHRM5,Schizophrenia
CHRM5,Substance Withdrawal Syndrome
CHRM5,Drug Withdrawal Symptoms
CHRM5,Withdrawal Symptoms
CHRM5,Cocaine-Related Disorders
CHRM5,Cocaine Dependence
CHRNA1,Fibrosis
CHRNA1,Cirrhosis
CHRNA2,Bipolar Disorder
CHRNA2,Mental Depression
CHRNA2,Depressive disorder
CHRNA2,Lung Neoplasms
